,出发地 , 目的地,价格 ,节省,路线名,酒店,房间,去程航司,去程方式,去程时间,回程航司,回程方式 ,回程时间
3734,北京,杭州,1204,376,北京-杭州3天2晚 | 入住杭州吉恒精品酒店 + 海南航空/南方航空往返机票,杭州吉恒精品酒店 舒适型 3.9分/5分,豪华双床房(不含早星宿... 双床 不含早 1间2晚,海南航空 HU7677,直飞,22:25-00:45,南方航空 CZ6164,直飞,22:15-00:35
3735,济南,珠海,1815,442,济南-珠海3天2晚 | 入住珠海南濠假日酒店 + 山东航空往返机票,珠海南濠假日酒店 舒适型 4.2分/5分,标准双人房(预付)(双... 双床 不含早 1间2晚,山东航空 SC4805,经停,13:05-18:00,山东航空 SC4806,经停,18:45-23:30
3736,成都,桂林,1429,370,成都-桂林3天2晚 | 入住桂林唯美四季酒店 + 中国国航/山东航空往返机票,桂林唯美四季酒店 舒适型 4.1分/5分,豪华双人房(双床) 双床 不含早 1间2晚,中国国航 CA4323,直飞,07:35-09:15,山东航空 SC4763,直飞,08:35-10:15
3737,深圳,三亚,1644,404,深圳-三亚3天2晚 | 入住三亚亚龙湾华宇度假酒店 + 海南航空/深圳航空往返机票,三亚亚龙湾华宇度假酒店 豪华型 4.4分/5分,高级房（赠摄影拍摄服务... 大/双床 双早 1间2晚,海南航空 HU7750,直飞,21:20-22:35,深圳航空 ZH9322,直飞,23:35-01:05
3738,厦门,重庆,1477,384,厦门-重庆3天2晚 | 入住重庆布宫酒店 + 西藏航空/西部航空往返机票,重庆布宫酒店 舒适型 4.1分/5分,豪华双床房 双床 不含早 1间2晚,西藏航空 TV9870,直飞,22:10-00:45,西部航空 PN6291,直飞,06:20-08:45
3739,厦门,营口,2099,618,厦门-营口3天2晚 | 入住营口华夏大酒店 + 深圳航空/海南航空往返机票,营口华夏大酒店 4.1分/5分,标准间(不含早-预付)... 双床 不含早 1间2晚,深圳航空 ZH9704,经停,17:20-22:10,海南航空 HU7048,直飞,14:15-17:45
3740,沈阳,桂林,2495,634,沈阳-桂林3天2晚 | 入住Q居桂林龙脊千里缘.民族风情酒店 + 南方航空/深圳...,Q居桂林龙脊千里缘.民族风情酒店 舒适型 0.0分/5分,大森林背景标间(双床) 双床 不含早 1间2晚,南方航空 CZ6362,直飞,15:45-19:30,深圳航空 ZH9720,经停,15:20-20:25
3741,青岛,武汉,1333,338,青岛-武汉3天2晚 | 入住武汉长航大酒店 + 祥鹏航空往返机票,武汉长航大酒店 3.3分/5分,豪华标房(预付)(双床) 双床 不含早 1间2晚,祥鹏航空 8L9870,直飞,20:20-22:25,祥鹏航空 8L9869,直飞,17:30-19:30
3742,南京,西宁,2119,476,南京-西宁3天2晚 | 入住西宁华辰大酒店 + 海南航空/东方航空往返机票,西宁华辰大酒店 4.1分/5分,标准间[含早](双床) 双床 双早 1间2晚,海南航空 HU7592,经停,16:55-21:20,东方航空 MU2760,经停,12:50-17:10
3743,哈尔滨,南京,1161,330,哈尔滨-南京3天2晚 | 入住全季酒店南京虹桥中山北路店 + 吉祥航空/厦门航空...,全季酒店南京虹桥中山北路店 舒适型 4.2分/5分,大床房(连住14晚及以... 大床 不含早 1间2晚,吉祥航空 HO1651,直飞,17:10-20:00,厦门航空 MF8067,直飞,19:40-22:25
3744,天津,哈尔滨,1261,356,天津-哈尔滨3天2晚 | 入住哈尔滨雅悦精品酒店 + 奥凯航空/福州往返机票,哈尔滨雅悦精品酒店 高档型 4.6分/5分,雅悦双床房(限时特惠)... 双床 不含早 1间2晚,奥凯航空 BK2918,直飞,21:10-23:25,福州 FU6556,直飞,11:35-13:45
3745,北京,厦门,1918,508,北京-厦门3天2晚 | 入住宜尚酒店厦门机场高科技园店 + 联合航空/首都航空往...,宜尚酒店厦门机场高科技园店 舒适型 4.5分/5分,商务大床房 大床 双早 1间2晚,联合航空 KN5927,直飞,16:55-19:45,首都航空 JD5376,直飞,22:15-01:15
3746,大连,湘西,2092,530,大连-湘西3天2晚 | 入住吉首湘西明珠度假村 + 吉祥航空/东方航空往返机票,吉首湘西明珠度假村 舒适型 0.0分/5分,标准双人间(冬季特惠)... 双床 双早 1间2晚,吉祥航空 HO1657,经停,10:15-14:45,东方航空 MU4032,经停,15:40-19:55
3747,天津,西双版纳,3107,826,天津-西双版纳3天2晚 | 入住西双版纳艾菲尔精品酒店泼水广场店 + 东方航空往...,西双版纳艾菲尔精品酒店泼水广场店 舒适型 4.6分/5分,温馨大床房(含双早-预... 大床 双早 1间2晚,东方航空 MU5748,经停,14:15-20:00,东方航空 MU5747,经停,07:30-12:55
3748,深圳,呼和浩特,2037,604,深圳-呼和浩特3天2晚 | 入住呼和浩特金太阳大饭店 + 东方航空/深圳航空往返...,呼和浩特金太阳大饭店 舒适型 4.4分/5分,高级标准间(乐享旅程)... 双床 不含早 1间2晚,东方航空 MU2877,经停,11:05-17:00,深圳航空 ZH9128,经停,13:55-18:40
3749,武汉,哈尔滨,2448,596,武汉-哈尔滨3天2晚 | 入住哈尔滨五常市泓霖商务宾馆 + 南方航空往返机票,哈尔滨五常市泓霖商务宾馆 经济型 0.0分/5分,大床房 大床 不含早 1间2晚,南方航空 CZ3631,经停,07:45-12:50,南方航空 CZ6263,经停,08:55-14:00
3750,重庆,长春,1848,482,重庆-长春3天2晚 | 入住长春大华饭店 + 山东航空/四川航空往返机票,长春大华饭店 0.0分/5分,三星级温馨大床房-不含... 大床 不含早 1间2晚,山东航空 SC4767,经停,14:20-19:05,四川航空 3U8864,经停,19:50-01:20
3751,武汉,厦门,1045,332,武汉-厦门3天2晚 | 入住厦门鑫博雅大酒店 + 厦门航空/中国国航往返机票,厦门鑫博雅大酒店 舒适型 3.6分/5分,迷你双床房(无窗) 双床 双早 1间2晚,厦门航空 MF8242,直飞,22:10-23:40,中国国航 CA8228,直飞,22:20-00:10
3752,武汉,桂林,1002,328,武汉-桂林3天2晚 | 入住阳朔苏碧青年旅舍 + 山东航空/南方航空往返机票,阳朔苏碧青年旅舍 经济型 4.6分/5分,普通标准间-【预付】 双床 不含早 1间2晚,山东航空 SC8731,直飞,09:55-11:25,南方航空 CZ3263,直飞,08:30-10:00
3753,济南,三亚,1614,464,济南-三亚3天2晚 | 入住三亚椰子岛主题酒店 + 西部航空往返机票,三亚椰子岛主题酒店 舒适型 4.0分/5分,高级大床房-预付 大床 不含早 1间2晚,西部航空 PN6364,直飞,10:10-13:50,西部航空 PN6363,直飞,14:45-18:25
3754,大连,西宁,2093,512,大连-西宁3天2晚 | 入住西宁布哈拉饭店 + 华夏航空往返机票,西宁布哈拉饭店 舒适型 4.1分/5分,标准间(双床)(内宾) 双床 不含早 1间2晚,华夏航空 G52647,经停,14:50-19:20,华夏航空 G52648,经停,20:00-00:05
3755,西安,大连,1209,310,西安-大连3天2晚 | 入住大连港湾壹号信和居公寓 + 中国国航/南方航空往返机票,大连港湾壹号信和居公寓 舒适型 4.5分/5分,豪华间(特惠)(双人入... 大/双床 不含早 1间2晚,中国国航 CA8926,直飞,22:05-00:25,南方航空 CZ6433,直飞,07:10-09:40
3756,哈尔滨,青岛,1192,356,哈尔滨-青岛3天2晚 | 入住青岛市城阳宾馆 + 青岛航/福州往返机票,青岛市城阳宾馆 3.7分/5分,普通标准间(双床) 双床 不含早 1间2晚,青岛航 QW9784,直飞,22:45-00:50,福州 FU6658,直飞,22:20-00:20
3757,宁波,大连,1376,392,宁波-大连3天2晚 | 入住大连白云山庄酒店 + 南方航空/海南航空往返机票,大连白云山庄酒店 舒适型 3.3分/5分,豪华标准间(双床) 双床 单早 1间2晚,南方航空 CZ6326,直飞,17:55-20:05,海南航空 HU7718,直飞,07:00-09:00
3758,厦门,北京,1540,352,厦门-北京3天2晚 | 入住北京宁夏大厦 + 联合航空/山东航空往返机票,北京宁夏大厦 4.1分/5分,标准间(双床) 双床 不含早 1间2晚,联合航空 KN5926,直飞,11:25-14:10,山东航空 SC1152,经停,19:20-23:25
3759,广州,西双版纳,3138,774,广州-西双版纳3天2晚 | 入住西双版纳腾云大酒店 + 东方航空往返机票,西双版纳腾云大酒店 豪华型 3.6分/5分,豪华标间[双早](双床) 双床 双早 1间2晚,东方航空 MU5734,经停,17:40-23:00,东方航空 MU5741,经停,10:15-15:10
3760,沈阳,珠海,2458,674,沈阳-珠海3天2晚 | 入住珠海金茂酒店 + 深圳航空/春秋航空往返机票,珠海金茂酒店 3.7分/5分,标准双人房(双床)[无... 双床 不含早 1间2晚,深圳航空 ZH9715,经停,08:45-14:30,春秋航空 9C8750,直飞,19:15-23:00
3761,南京,九寨沟,1998,560,南京-九寨沟3天2晚 | 入住汶川福临国际大酒店 + 东方航空/西藏航空往返机票,汶川福临国际大酒店 舒适型 4.4分/5分,豪华标间(双床)(特惠... 双床 双早 1间2晚,东方航空 MU2880,直飞,21:55-00:35,西藏航空 TV9839,直飞,06:30-08:55
3762,重庆,沈阳,1852,520,重庆-沈阳3天2晚 | 入住沈阳星城大酒店 + 深圳航空/山东航空往返机票,沈阳星城大酒店 舒适型 4.1分/5分,日式房(大床) 大床 不含早 1间2晚,深圳航空 ZH9729,经停,10:50-16:10,山东航空 SC4716,经停,13:45-18:45
3763,大连,上海,1408,336,大连-上海3天2晚 | 入住上海佳友唯景大酒店 + 春秋航空/吉祥航空往返机票,上海佳友唯景大酒店 豪华型 4.1分/5分,家庭套房 其他 不含早 1间2晚,春秋航空 9C8978,直飞,16:05-17:55,吉祥航空 HO1161,直飞,07:20-09:30
3764,杭州,三亚,1571,400,杭州-三亚3天2晚 | 入住三亚美度酒店 + 南方航空/海南航空往返机票,三亚美度酒店 舒适型 4.3分/5分,豪华双标房(预付促销)... 双床 不含早 1间2晚,南方航空 CZ6630,直飞,20:45-23:40,海南航空 HU7284,直飞,20:45-23:35
3765,天津,哈尔滨,1188,356,天津-哈尔滨3天2晚 | 入住哈尔滨华谊东方商务酒店中央大街店 + 奥凯航空/福...,哈尔滨华谊东方商务酒店中央大街店 舒适型 4.4分/5分,精品大床房(特惠专享)... 大床 不含早 1间2晚,奥凯航空 BK2918,直飞,21:10-23:25,福州 FU6556,直飞,11:35-13:45
3766,济南,三亚,1599,458,济南-三亚3天2晚 | 入住三亚克拉尔酒店·海岸精选 + 西部航空往返机票,三亚克拉尔酒店·海岸精选 舒适型 4.8分/5分,琉璃湖畔大床房(预付) 大床 不含早 1间2晚,西部航空 PN6364,直飞,10:10-13:50,西部航空 PN6363,直飞,14:45-18:25
3767,南京,九寨沟,1804,554,南京-九寨沟3天2晚 | 入住九寨沟悠游度假连锁酒店 + 东方航空/西藏航空往返...,九寨沟悠游度假连锁酒店 高档型 3.8分/5分,精品双床房-含双早（预... 双床 双早 1间2晚,东方航空 MU2880,直飞,21:55-00:35,西藏航空 TV9839,直飞,06:30-08:55
3768,重庆,沈阳,1826,514,重庆-沈阳3天2晚 | 入住沈阳1995青年旅舍 + 深圳航空/山东航空往返机票,沈阳1995青年旅舍 经济型 0.0分/5分,大床房 大床 不含早 1间2晚,深圳航空 ZH9729,经停,10:50-16:10,山东航空 SC4716,经停,13:45-18:45
3769,北京,哈尔滨,1440,360,北京-哈尔滨3天2晚 | 入住哈尔滨向日葵酒店 + 南方航空/大新华航空往返机票,哈尔滨向日葵酒店 4.4分/5分,标准双床房 双床 不含早 1间2晚,南方航空 CZ6202,直飞,22:20-00:20,大新华航空 CN7150,直飞,22:50-00:55
3770,成都,厦门,2154,530,成都-厦门3天2晚 | 入住厦门君隆大酒店 + 四川航空/山东航空往返机票,厦门君隆大酒店 4.1分/5分,精致氧吧房 双床 双床 双早 1间2晚,四川航空 3U8869,直飞,08:00-10:40,山东航空 SC4763,经停,06:15-10:15
3771,杭州,呼和浩特,1576,452,杭州-呼和浩特3天2晚 | 入住呼和浩特内蒙古饭店朵兰酒店 + 长龙航空/厦门航...,呼和浩特内蒙古饭店朵兰酒店 舒适型 4.5分/5分,标准房[无早](双床) 双床 不含早 1间2晚,长龙航空 GJ8673,经停,06:40-11:05,厦门航空 MF8184,直飞,15:55-18:20
3772,宁波,兰州,2474,520,宁波-兰州3天2晚 | 入住甘肃陇能大酒店 + 东方航空往返机票,甘肃陇能大酒店 高档型 4.0分/5分,豪华双人间(今日特惠)... 双床 双早 1间2晚,东方航空 MU2474,经停,15:30-20:30,东方航空 MU2473,经停,10:00-14:40
3773,西安,呼和浩特,767,350,西安-呼和浩特3天2晚 | 入住呼和浩特烟草宾馆 + 福州/天津航空往返机票,呼和浩特烟草宾馆 舒适型 4.5分/5分,标准间-限时抢购 双床 不含早 1间2晚,福州 FU6628,直飞,13:05-14:50,天津航空 GS7656,直飞,23:05-00:50
3774,深圳,张家界,1987,,深圳-张家界3天2晚 | 入住张家界金洲大酒店 + 南方航空往返机票,张家界金洲大酒店 3.2分/5分,豪华双人间(双床) 双床 不含早 1间2晚,南方航空 CZ3991,直飞,22:15-23:50,南方航空 CZ3992,直飞,07:10-08:45
3775,西安,武汉,1320,346,西安-武汉3天2晚 | 入住武汉海庭龙安酒店 + 东方航空往返机票,武汉海庭龙安酒店 高档型 4.4分/5分,高级双床房(特惠大促销... 双床 不含早 1间2晚,东方航空 MU4746,直飞,20:10-21:40,东方航空 MU2461,直飞,08:05-09:40
3776,哈尔滨,南京,1137,334,哈尔滨-南京3天2晚 | 入住南京文澜宾馆 + 吉祥航空/厦门航空往返机票,南京文澜宾馆 舒适型 4.1分/5分,二号楼普通标准间(双床) 双床 不含早 1间2晚,吉祥航空 HO1651,直飞,17:10-20:00,厦门航空 MF8067,直飞,19:40-22:25
3777,宁波,桂林,2229,624,宁波-桂林3天2晚 | 入住桂林桂响酒店 + 桂林航空有限公司往返机票,桂林桂响酒店 0.0分/5分,大床房-不含早（预付） 大床 不含早 1间2晚,桂林航空有限公司 GT1032,直飞,21:10-23:30,桂林航空有限公司 GT1031,直飞,18:10-20:15
3778,济南,深圳,1335,392,济南-深圳3天2晚 | 入住深圳天地人和酒店 + 西部航空往返机票,深圳天地人和酒店 舒适型 4.1分/5分,特惠精致房(大床) 大床 不含早 1间2晚,西部航空 PN6334,直飞,22:50-01:40,西部航空 PN6333,直飞,06:10-09:05
3779,广州,拉萨,5412,1444,广州-拉萨3天2晚 | 入住拉萨赛康大酒店 + 南方航空往返机票,拉萨赛康大酒店 高档型 4.1分/5分,豪华标间(内宾)(双床) 双床 双早 1间2晚,南方航空 CZ3463,经停,08:10-14:05,南方航空 CZ3464,经停,14:55-20:25
3780,成都,厦门,3984,969,成都-厦门3天2晚 | 入住厦门日月谷温泉渡假村 + 四川航空/山东航空往返机票,厦门日月谷温泉渡假村 4.4分/5分,贵宾套房(限时促销)[... 大床 不含早 1间2晚,四川航空 3U8869,直飞,08:00-10:40,山东航空 SC4763,经停,06:15-10:15
3781,厦门,哈尔滨,2547,670,厦门-哈尔滨3天2晚 | 入住哈尔滨空军蓝天招待所省政府店 + 海南航空/厦门航...,哈尔滨空军蓝天招待所省政府店 4.3分/5分,标准间(预付)(双床) 双床 双早 1间2晚,海南航空 HU7351,经停,07:15-12:55,厦门航空 MF8052,经停,18:10-23:30
3782,厦门,呼和浩特,2694,702,厦门-呼和浩特3天2晚 | 入住呼和浩特小南国酒店 + 首都航空/厦门航空往返机票,呼和浩特小南国酒店 舒适型 4.3分/5分,标准间 双床 双床 双早 1间2晚,首都航空 JD5339,经停,10:55-15:35,厦门航空 MF8184,经停,15:55-21:05
3783,大连,天津,897,332,大连-天津3天2晚 | 入住天津海得润滋酒店 + 天津航空/南方航空往返机票,天津海得润滋酒店 4.5分/5分,标准双人房(限量抢购)... 双床 不含早 1间2晚,天津航空 GS7822,直飞,11:20-12:25,南方航空 CZ6580,直飞,16:45-17:50
3784,广州,西宁,3642,994,广州-西宁3天2晚 | 入住西宁华辰大酒店 + 南方航空往返机票,西宁华辰大酒店 4.1分/5分,标准间[含早](双床) 双床 双早 1间2晚,南方航空 CZ3249,直飞,06:30-10:10,南方航空 CZ3130,经停,13:55-18:40
3785,天津,厦门,1445,448,天津-厦门3天2晚 | 入住厦门夏商怡庭杏林酒店 + 山东航空/天津航空往返机票,厦门夏商怡庭杏林酒店 舒适型 4.1分/5分,标准房(双床)[无早] 双床 不含早 1间2晚,山东航空 SC4802,直飞,21:05-23:50,天津航空 GS7818,经停,13:25-17:50
3786,重庆,厦门,1712,484,重庆-厦门3天2晚 | 入住厦门云水谣客栈 + 西藏航空/厦门航空往返机票,厦门云水谣客栈 经济型 4.9分/5分,特价房 大床 不含早 1间2晚,西藏航空 TV9869,直飞,18:35-21:10,厦门航空 MF8403,经停,06:50-10:45
3787,青岛,重庆,1534,424,青岛-重庆3天2晚 | 入住重庆运通假日酒店汽博中心店 + 山东航空/华夏航空往...,重庆运通假日酒店汽博中心店 舒适型 4.3分/5分,特惠房(大床) 大床 双早 1间2晚,山东航空 SC4709,经停,19:30-00:05,华夏航空 G54710,经停,18:00-22:25
3788,天津,长沙,1365,364,天津-长沙3天2晚 | 入住长沙财信国际商务酒店 + 南方航空/奥凯航空往返机票,长沙财信国际商务酒店 豪华型 4.2分/5分,豪华双人房(预付价格)... 双床 不含早 1间2晚,南方航空 CZ3126,直飞,22:55-01:20,奥凯航空 BK2932,直飞,22:25-00:40
3789,宁波,大连,,380,宁波-大连3天2晚 | 入住大连橡树公馆 + 南方航空/海南航空往返机票,大连橡树公馆 高档型 4.8分/5分,温馨客房(限量抢购)(... 大床 不含早 1间2晚,南方航空 CZ6326,直飞,17:55-20:05,海南航空 HU7718,直飞,07:00-09:00
3790,深圳,沈阳,2194,568,深圳-沈阳3天2晚 | 入住沈阳东旭酒店 + 深圳航空/厦门航空往返机票,沈阳东旭酒店 4.1分/5分,普通标准房 双床 双床 双早 1间2晚,深圳航空 ZH9609,经停,17:10-22:25,厦门航空 MF8070,经停,15:25-21:20
3791,大连,重庆,1725,448,大连-重庆3天2晚 | 入住重庆武隆仙女山品途酒店 + 华夏航空/山东航空往返机票,重庆武隆仙女山品途酒店 舒适型 4.2分/5分,标准间 其他 不含早 1间2晚,华夏航空 G52762,经停,18:25-23:30,山东航空 SC4837,经停,07:00-11:30
3792,广州,张家界,2162,612,广州-张家界3天2晚 | 入住张家界迎宾馆 + 南方航空往返机票,张家界迎宾馆 舒适型 4.1分/5分,豪华双人间(双床) 双床 双早 1间2晚,南方航空 CZ3227,直飞,11:40-13:20,南方航空 CZ3228,直飞,20:00-21:40
3793,南京,重庆,1179,338,南京-重庆3天2晚 | 入住铜梁三合大酒店 + 西部航空/东方航空往返机票,铜梁三合大酒店 舒适型 4.3分/5分,豪华标间(预付)(双床) 双床 双早 1间2晚,西部航空 PN6202,直飞,22:35-00:50,东方航空 MU2926,直飞,23:15-01:25
3794,厦门,天津,1360,382,厦门-天津3天2晚 | 入住天津亚泰民族饭店 + 华夏航空/厦门航空往返机票,天津亚泰民族饭店 高档型 4.3分/5分,高级房(空气清新房去哪... 双床 不含早 1间2晚,华夏航空 G54801,直飞,07:25-10:20,厦门航空 MF8139,直飞,07:25-10:15
3795,重庆,呼和浩特,1495,386,重庆-呼和浩特3天2晚 | 入住呼和浩特盛景假日酒店 + 西部航空往返机票,呼和浩特盛景假日酒店 舒适型 4.5分/5分,标准间[含早](双床)... 双床 双早 1间2晚,西部航空 PN6275,直飞,12:45-15:15,西部航空 PN6276,直飞,22:20-00:40
3796,天津,北海,2154,530,天津-北海3天2晚 | 入住北海南洋国际大酒店 + 四川航空往返机票,北海南洋国际大酒店 高档型 4.3分/5分,高级双床房 双床 双早 1间2晚,四川航空 3U8353,经停,08:55-13:05,四川航空 3U8354,经停,14:25-19:15
3797,厦门,乌鲁木齐,3065,744,厦门-乌鲁木齐3天2晚 | 入住乌鲁木齐君豪温德姆酒店 + 山东航空往返机票,乌鲁木齐君豪温德姆酒店 豪华型 4.4分/5分,贵宾大床房(大床)[无... 大床 不含早 1间2晚,山东航空 SC8811,经停,16:15-00:10,山东航空 SC8812,经停,07:40-15:00
3798,青岛,丽江,2401,556,青岛-丽江3天2晚 | 入住丽江云上小筑客栈 + 青岛航往返机票,丽江云上小筑客栈 经济型 4.6分/5分,江南舒适风格标准间-预付 双床 不含早 1间2晚,青岛航 QW9834,经停,06:35-12:00,青岛航 QW9833,经停,12:45-18:25
3799,沈阳,西安,1507,444,沈阳-西安3天2晚 | 入住如家快捷酒店西安莲湖路回坊美食街店 + 长安航空有限...,如家快捷酒店西安莲湖路回坊美食街店 经济型 4.4分/5分,特惠标准房（无窗）(内... 双床 不含早 1间2晚,长安航空有限责任公司 9H8340,经停,20:05-00:15,南方航空 CZ6416,直飞,23:15-01:55
3800,大连,重庆,1700,442,大连-重庆3天2晚 | 入住奉节国泰大酒店 + 华夏航空/山东航空往返机票,奉节国泰大酒店 舒适型 3.6分/5分,豪华标间(限时抢订)(... 双床 双早 1间2晚,华夏航空 G52762,经停,18:25-23:30,山东航空 SC4837,经停,07:00-11:30
3801,济南,深圳,1629,408,济南-深圳3天2晚 | 入住深圳博林诺富特酒店 + 西部航空往返机票,深圳博林诺富特酒店 豪华型 4.4分/5分,标准客房(大床)-无早 大床 不含早 1间2晚,西部航空 PN6334,直飞,22:50-01:40,西部航空 PN6333,直飞,06:10-09:05
3802,西安,武汉,1203,358,西安-武汉3天2晚 | 入住武汉宏富达商务酒店 + 东方航空往返机票,武汉宏富达商务酒店 舒适型 4.0分/5分,高级大床间 大床 不含早 1间2晚,东方航空 MU4746,直飞,20:10-21:40,东方航空 MU2461,直飞,08:05-09:40
3803,成都,大连,2146,628,成都-大连3天2晚 | 入住大连凯丽佳国际酒店 + 成都航空/长龙航空往返机票,大连凯丽佳国际酒店 高档型 4.1分/5分,特惠大床房(会员特惠)... 大床 不含早 1间2晚,成都航空 EU2723,经停,07:15-11:50,长龙航空 GJ8908,经停,20:55-01:35
3804,天津,哈尔滨,1095,354,天津-哈尔滨3天2晚 | 入住尚志电力宾馆 + 奥凯航空/福州往返机票,尚志电力宾馆 4.4分/5分,普通标准间(双床) 双床 双早 1间2晚,奥凯航空 BK2918,直飞,21:10-23:25,福州 FU6556,直飞,11:35-13:45
3805,天津,西安,892,338,天津-西安3天2晚 | 入住户县长虹酒店 + 奥凯航空/天津航空往返机票,户县长虹酒店 舒适型 4.3分/5分,标准房(双床) 双床 双早 1间2晚,奥凯航空 BK2884,直飞,22:30-00:40,天津航空 GS7876,直飞,23:10-01:00
3806,上海,北京,1228,328,上海-北京3天2晚 | 入住北京绿谷假日酒店燕莎使馆区店 + 吉祥航空/厦门航空...,北京绿谷假日酒店燕莎使馆区店 舒适型 3.5分/5分,特惠间（无窗）(预付高... 其他 不含早 1间2晚,吉祥航空 HO1251,直飞,22:00-00:20,厦门航空 MF8178,直飞,08:35-10:55
3807,深圳,三亚,1174,336,深圳-三亚3天2晚 | 入住三亚瑞美精品复式酒店 + 海南航空/深圳航空往返机票,三亚瑞美精品复式酒店 舒适型 4.5分/5分,标准双人房(双床) 双床 不含早 1间2晚,海南航空 HU7750,直飞,21:20-22:35,深圳航空 ZH9322,直飞,23:35-01:05
3808,成都,哈尔滨,1879,452,成都-哈尔滨3天2晚 | 入住哈尔滨北大荒桦语精品酒店巴洛克店 + 南方航空/西...,哈尔滨北大荒桦语精品酒店巴洛克店 舒适型 4.8分/5分,特惠大床房（无窗）[无... 大床 不含早 1间2晚,南方航空 CZ6256,经停,19:05-00:50,西藏航空 TV9926,经停,12:15-19:05
3809,济南,丽江,2259,598,济南-丽江3天2晚 | 入住丽江古城月光部落客栈 + 山东航空往返机票,丽江古城月光部落客栈 经济型 4.7分/5分,特惠标准间一楼-限时特... 双床 不含早 1间2晚,山东航空 SC4639,经停,07:55-12:30,山东航空 SC4640,经停,13:15-17:35
3810,沈阳,丽江,3779,1094,沈阳-丽江3天2晚 | 入住丽江束河缘客栈 + 首都航空往返机票,丽江束河缘客栈 经济型 4.6分/5分,一楼大床房-手机专享 大床 不含早 1间2晚,首都航空 JD5536,经停,17:45-23:25,首都航空 JD5535,经停,11:30-16:55
3811,厦门,神农架,1052,338,厦门-神农架3天2晚 | 入住神农架采菱大酒店 + 南方航空往返机票,神农架采菱大酒店 舒适型 0.0分/5分,标准双人间-不含早（预... 双床 不含早 1间2晚,南方航空 CZ6547,直飞,07:40-09:30,南方航空 CZ6548,直飞,21:10-22:40
3812,西安,鼓浪屿,1431,370,西安-鼓浪屿3天2晚 | 入住厦门成功大酒店 + 东方航空往返机票,厦门成功大酒店 高档型 4.0分/5分,豪华房(双床)[双早] 双床 双早 1间2晚,东方航空 MU2972,经停,10:50-15:40,东方航空 MU2983,经停,10:00-14:30
3813,广州,长春,2981,798,广州-长春3天2晚 | 入住长春八一宾馆 + 南方航空往返机票,长春八一宾馆 3.2分/5分,双标间(双床) 双床 双早 1间2晚,南方航空 CZ6276,直飞,09:25-13:30,南方航空 CZ6275,直飞,14:15-18:40
3814,南京,丽江,1735,432,南京-丽江3天2晚 | 入住Q居丽江束河高海拔之恋客栈 + 首都航空/四川航空往...,Q居丽江束河高海拔之恋客栈 经济型 4.9分/5分,一楼温馨双床房-Q居特惠 双床 不含早 1间2晚,首都航空 JD5250,直飞,20:10-23:20,四川航空 3U8533,经停,09:15-13:35
3815,青岛,哈尔滨,1168,382,青岛-哈尔滨3天2晚 | 入住哈尔滨科技酒店秋林果戈里店 + 福州/东方航空往返...,哈尔滨科技酒店秋林果戈里店 舒适型 4.5分/5分,温馨大床房(预付) 大床 双早 1间2晚,福州 FU6658,直飞,22:20-00:20,东方航空 MU5518,直飞,08:35-10:35
3816,北京,洛阳,1047,316,北京-洛阳3天2晚 | 入住洛阳开来大酒店 + 东方航空往返机票,洛阳开来大酒店 3.9分/5分,豪华标准间(预付)(双... 双床 双早 1间2晚,东方航空 MU5693,直飞,07:40-09:35,东方航空 MU5696,直飞,16:40-18:25
3817,青岛,北京,1110,322,青岛-北京3天2晚 | 入住北京龙脉温泉度假村 + 山东航空往返机票,北京龙脉温泉度假村 舒适型 3.4分/5分,竹林沐浴标间(特惠)[... 双床 双早 1间2晚,山东航空 SC4653,直飞,12:45-14:15,山东航空 SC4650,直飞,23:05-00:30
3818,武汉,沈阳,1690,406,武汉-沈阳3天2晚 | 入住如家精选酒店沈阳浑南奥体中心店 + 东方航空往返机票,如家精选酒店沈阳浑南奥体中心店 舒适型 4.8分/5分,标准双床房（无窗） 双床 不含早 1间2晚,东方航空 MU2545,经停,07:55-11:55,东方航空 MU2546,经停,12:50-17:25
3819,天津,重庆,1441,406,天津-重庆3天2晚 | 入住重庆美加丽酒店石桥铺中心店 + 华夏航空往返机票,重庆美加丽酒店石桥铺中心店 舒适型 4.3分/5分,商务大床房 大床 不含早 1间2晚,华夏航空 G52656,经停,17:25-22:10,华夏航空 G52785,经停,07:25-11:10
3820,杭州,呼和浩特,2496,656,杭州-呼和浩特3天2晚 | 入住内蒙古新城宾馆 + 长龙航空/厦门航空往返机票,内蒙古新城宾馆 4.2分/5分,国宾楼套间[无早](大... 大床 不含早 1间2晚,长龙航空 GJ8673,经停,06:40-11:05,厦门航空 MF8184,直飞,15:55-18:20
3821,成都,西安,1623,512,成都-西安3天2晚 | 入住西安摩玛酒店三桥店 + 成都航空/华夏航空往返机票,西安摩玛酒店三桥店 舒适型 4.3分/5分,豪华双床房-不含早（预... 双床 不含早 1间2晚,成都航空 EU2741,直飞,06:40-08:10,华夏航空 G56525,直飞,22:50-00:30
3822,武汉,三亚,1655,500,武汉-三亚3天2晚 | 入住三亚南田温泉度假酒店 + 南方航空/东方航空往返机票,三亚南田温泉度假酒店 舒适型 0.0分/5分,高级园景双标房-预付 双床 不含早 1间2晚,南方航空 CZ6762,直飞,20:35-23:00,东方航空 MU2528,直飞,23:30-01:55
